TCGA.02.0047.01A.01R.1849.01	TCGA.02.0055.01A.01R.1849.01	TCGA.02.2483.01A.01R.1849.01	TCGA.02.2485.01A.01R.1849.01	TCGA.02.2486.01A.01R.1849.01	TCGA.04.1348.01A.01R.1565.13	TCGA.04.1357.01A.01R.1565.13	TCGA.04.1362.01A.01R.1565.13	TCGA.04.1364.01A.01R.1565.13	TCGA.04.1365.01A.01R.1565.13
ACAD11|84129	0.565830208325751	0.255134633104718	0.130461056567803	0.260404469266562	0.568807954076389	0.219459807461419	0.22531707461897	0.40496630986769	0.230028876975676	0.143108619483509
ACAD8|27034	0.583125934928008	0.293356506959294	0.559241475987267	0.682828382940887	0.509494526321017	0.164499967576726	0.478919382939505	0.557708706682885	0.480555031769186	0.422836285532387
ACAD9|28976	0.581680159372623	0.363192059441447	0.575283826125035	0.428961435898764	0.687533932517188	0.886609028831377	0.792067517315216	0.945842932836347	0.923355662190254	0.95313139330337
ACADL|33	-1.09910655193811	-1.63412958722103	-1.927425353674	-0.664404593826186	-0.403185345282265	-1.37969420179384	-2.15610420514681	-1.99099382941084	-1.32628195022354	-2.02336485313065
ACADM|34	0.781514931420858	0.734506121947925	0.765050692912418	0.750999057046947	0.889043371708582	0.816453886465966	0.504215271776686	0.615765412193247	0.653399831634531	0.567342846845765
ACADS|35	0.237898635668855	0.257834421695746	-0.260350022112515	-0.0102820646914444	0.532737842860872	0.407878855296937	0.0428843573353268	0.426005436464782	0.272100292647682	0.188806736540285
ACADSB|36	0.61807718558361	0.351391656381765	0.131917527334916	0.11879690244768	0.225601344279556	0.313479148229001	0.469724292445137	0.423670399887679	0.1906929165568	0.0695185532020195
ACADVL|37	1.19559193290113	1.27413366055806	1.19835444259526	1.22657153919496	1.25591638141815	1.12766012805378	1.20849813796376	1.39271819841194	1.25188357918928	1.31300446983482
ACAN|176	-0.294958374980126	-0.224229024525354	-0.269677662812458	-1.08897350553818	-0.502718101602611	-1.0289834483855	-0.730933583126001	-1.80294447091976	-1.37819551194281	-0.730781605228214
ACAP1|9744	-0.758220693593255	-0.180141461411705	-1.23927241780745	-0.945296116067567	-0.252774053342658	0.048907364208718	0.320385240938579	-0.65947872555453	-0.606149703994298	-0.0483530203548704
