TCGA.02.0047.01A.01R.1849.01	TCGA.02.0055.01A.01R.1849.01	TCGA.02.2483.01A.01R.1849.01	TCGA.02.2485.01A.01R.1849.01	TCGA.02.2486.01A.01R.1849.01	TCGA.04.1348.01A.01R.1565.13	TCGA.04.1357.01A.01R.1565.13	TCGA.04.1362.01A.01R.1565.13	TCGA.04.1364.01A.01R.1565.13	TCGA.04.1365.01A.01R.1565.13
NR6A1|2649	9.8344	5.6062	7.5989	10	2.439	6.12226008029673	6.17986178168554	2.51386182852666	9.31522343759	10.5686384594889
NRADDP|100129354	1.8439	2.2425	2.533	1.9048	0	13.0665123104697	5.52958599804585	33.4986061404581	1.38840178211467	4.17123712591848
NRAP|4892	5.5318	6.1668	0.4391	4.6667	3.0488	4.13694970841822	0.191331752945398	0.577207382072148	0.685280769265535	20.6651444325743
NRARP|441478	277.82	44.8493	1277.47	1465.24	145.122	203.275713272833	191.799272668487	495.794686161797	760.734850900838	397.97369825408
NRAS|4893	2176.47	2707.22	2155.57	2000.48	1804.27	1768.05392729462	1081.85113588261	1546.76943428543	2091.3797749936	2413.91810048934
NRBF2|29982	475.737	636.861	339.842	266.19	356.707	330.208417914596	405.491461282021	567.134424483389	356.949296354821	501.198433532671
NRBP1|29959	2154.34	3285.21	2507.23	2246.19	2689.63	2154.87550710756	2089.93392037335	1996.69365246403	4078.07854023894	3257.44631078476
NRBP2|340371	1878.36	1102.73	1031.35	1340.95	1493.9	3011.94422846435	5899.04106201159	4133.48484810421	4011.28979747626	2470.20786217775
NRCAM|4897	9112.76000000001	6996.5	3113.46	6476.67	11832.9	235.152223932757	246.363804075313	289.229498255418	530.654432607968	352.279099295074
NRD1|4898	2060.3	3157.39	2570.13	2623.33	2937.8	2439.18584569591	1989.59521315863	2406.12258655132	1941.80928337024	2817.66661731336
NRF1|4899	321.46	411.493	600.739	504.286	321.951	482.259773792305	492.897285775574	442.179761818818	518.604590704766	455.216696607652
NRG1|3084	41.1814	100.911	13.0871	76.6667	12.8049	-0.456842417707251	6.11288911376062	114.19319256225	0.0108537986796065	0.375967259423242
NRG2|9542	61.4647	8.4093	41.7942	33.8095	25.6098	20.5466317802351	208.900661143195	16.5632138814266	37.4803094515816	9.15268655545083
NRG3|10718	170.257	71.1983	70.9235	61.4286	30.4878	0.283412603283232	3.58723202936389	3.2525136043814	15.4638310996878	362.900870056809
NRG4|145957	0.6146	0.5606	1.2665	0.9524	7.3171	5.42676778062821	2.38282405346153	32.1355026002561	84.0916408843711	51.0748959378338
NRGN|4900	1486.22	1196.92	792.401	982.381	54.878	76.1605421208744	567.524009259199	206.411736906056	235.98984088977	151.368581641157
NRIP1|8204	1010.48	2449.33	1055.83	1577.14	1000.61	1559.19732982232	1621.25697809821	1176.34983002799	1484.27481686858	345.755304895221
NRIP2|83714	70.6844	49.3343	31.6623	18.5714	44.5122	53.7544186158523	86.9902725114376	39.0477126109773	25.8937833797345	21.2336485589694
NRIP3|56675	330.68	454.66	197.15	108.095	154.268	48.2672085255231	35.6304758683158	291.909313467412	69.4803427634712	52.8348465555793
NRK|203447	2.4586	246.111	5.4881	4.7619	0.6098	4.91478185072553	78.4012888661008	69.203380901871	12.1690957998916	0.0454370578584509
NRL|4901	36.9587	21.3819	30.6322	46.3762	58.2622	56.1651543282122	48.0175423850641	23.7396759314525	28.6430209824218	28.6463303237416
NRM|11270	358.954	788.788	980.264	499.048	371.341	1190.21451240306	339.787940483249	384.255180580507	1473.58286626486	1087.30304295797
NRN1|51299	2392.21	3714.09	1048.65	1250.95	2105.49	23.2195742230722	43.5881051424291	17.4919529593601	14.9923186722647	19.671274560867
NRN1L|123904	3.0609	6.3181	1.0301	9.3905	7.8902	1.95872022858506	4.81961179622613	2.52068891987396	0.941712876356279	4.55211353883899
NRP1|8829	2293.25	5463.21	1543.43	1394.29	1979.88	918.425691500908	661.681427826066	933.327815825473	788.334297613392	1015.53462193408
NRP2|8828	1830.42	3544.78	1450.98	1169.05	2679.27	420.06690190488	1739.24874655074	4634.59390475575	106.146677478335	268.573682894729
NRSN1|140767	235.41	118.851	592.295	584.762	17.6829	0	0	0	0	0
NRSN2|80023	1867.91	1592.71	988.285	1440.95	1799.39	1268.2885620264	712.635561375601	2285.32727706142	3195.1614933646	2261.99768156108
NRTN|4902	0.6146	2.2425	26.5963	1.9048	0.6098	57.8932084249826	12.7069549001832	32.0304144372244	736.097985346881	22.0143977226356
NRXN1|9378	1312.27	111.002	1005.59	1892.38	78.6585	-0.234667919799766	0.256243709883994	0.26444109023271	-0.234667919799766	-0.234667919799766
NRXN2|9379	5295.8	364.401	2500.05	1993.33	337.805	96.2929138809692	172.15929278828	145.243976416128	68.2622220993544	131.595562778372
NRXN3|9369	559.329	361.037	107.23	375.714	20.122	51.9839255677531	84.3903520728174	57.0397106359879	89.0428920505899	28.7478353190253
NSA2|10412	667.507	1528.8	1846.97	1222.86	1618.9	2749.95687660208	2224.18585933865	776.755005127752	3185.75618883507	1756.94778321868
NSD1|64324	1660.16	791.591	952.823	1426.19	539.024	1432.49662393981	1930.48525941048	6158.81884380733	1558.75627872817	2265.67810851637
NSDHL|50814	538.431	565.102	450.871	556.667	583.537	955.76358008814	949.525505784239	844.206540982862	565.766389529167	846.001662961375
NSF|4905	2577.83	1406.59	1320.11	1925.24	1143.29	1117.49898940888	827.911339032151	1414.37622324898	758.406032424299	589.87999081289
NSFL1C|55968	1353.45	1966.08	2253.93	1398.57	2221.95	2646.36892716793	1908.19917943027	3820.8628370581	6135.55843423236	1981.72585752668
NSL1|25936	1369.43	855.501	1264.8	1195.24	1612.8	1356.5544975687	877.54662722748	404.781879229391	1092.96002883171	737.982828666255
NSMAF|8439	696.186	1178.91	1136.36	606.962	782.317	496.715694681684	412.595381047384	907.591596944003	382.368323359224	553.12402336499
NSMCE1|197370	899.843	1570.85	1257.63	1197.62	1140.85	1429.46866130754	964.888584627349	878.112309720203	1244.28655614981	1428.90486502657
NSMCE2|286053	187.467	598.739	814.776	257.143	460.366	410.556377235261	603.696249114677	512.578103004104	766.290846492606	876.938886645112
NSMCE4A|54780	320.231	292.642	520.95	477.619	339.024	945.667653737691	699.021727116738	440.735432148814	688.193963775341	445.447821272162
NSUN2|54888	937.951	1070.78	943.535999999999	1074.29	743.902	1412.31213861552	1366.2179911795	2409.24024708193	1255.6719739777	1814.36893394905
NSUN3|63899	102.031	103.714	111.751	81.4286	135.366	155.228859476637	123.443873124645	89.9122650851598	87.7293329920693	106.454484843672
NSUN4|387338	421.648	604.905	430.607	253.81	565.854	1015.76708802355	614.967916307085	645.321395094994	489.660774513158	697.588603875084
NSUN5|55695	341.744	403.083	87.81	371.429	543.293	1400.38663386264	1307.76055909397	546.591484311518	1342.47299583388	1137.3131498828
NSUN5P1|155400	78.0602	131.184	84.4327	264.286	125	415.973312407318	415.549392348146	182.883345720792	374.258058930386	547.932292433427
NSUN5P2|260294	182.378	182.441	188.846	488.505	314.494	1008.74704389821	929.298849611484	449.168928518729	910.935442724844	978.991779186543
NSUN6|221078	116.168	99.2292	222.902	188.571	81.0976	276.74887379408	139.225205468029	188.023602059427	375.08761508617	155.848020610939
NSUN7|79730	46.0985	46.5312	2.533	112.857	132.317	150.809776497831	95.2238105707496	375.16426488838	527.382381751465	383.856520966408
NT5C1A|84618	37.4935	0.5606	1.6887	1.9048	0	0	0	0	0	0
NT5C1B|93034	1.1064	2.2425	0	0.8952	1.1341	2.76712820620324	0.67013530585038	0.451047129259297	0.948253009261703	1.32983498180861
NT5C2|22978	1435.2	931.745	1033.88	818.571	988.415	1727.36505284499	1364.45292669083	1888.75477857224	918.010588915813	1818.48449340886
NT5C|30833	347.276	362.158	401.478	321.905	508.537	935.579418056805	608.908320235947	649.405039432732	856.988425627471	802.565207214265
NT5C3|51251	269.215	450.736	632.823	597.619	960.366000000001	540.116624112742	639.999181716754	239.327344130556	374.692513672106	1270.20322290107
NT5C3L|115024	708.073	731.044	1749.45	1281.43	1502.44	539.517639960509	883.788848323687	1040.17157544314	1095.34706057812	442.217686109994
NT5DC1|221294	151.203	362.719	83.5884	94.2857	265.244	258.35517782838	349.009883365833	390.529879407403	422.780832212023	826.819911864852
NT5DC2|64943	1469.1	3677.34	4466.99	1702.8	285.768	3127.13604365605	677.592151404669	995.177206617038	4973.61733154194	1125.57669979672
NT5DC3|51559	1228.06	427.19	341.53	594.286	340.854	171.029767053205	111.821550574665	266.541837007366	195.198771150598	215.683681591458
NT5E|4907	1005.56	2526.7	410.765	1456.67	7650	117.942781608371	207.501678733863	79.9712844972799	17.4035787975351	122.459747001124
NT5M|56953	85.4359	66.1528	270.607	150.476	173.78	98.2520076060518	66.5042705159632	63.0854639687265	76.355293671736	66.6417614217226
NTAN1|123803	286.425	703.013	526.438	324.286	651.829	528.169067446897	473.64685660323	213.357043502643	382.603986396061	482.85208888898
NTF3|4908	0.6146	16.2579	0	27.1429	0	18.8508543520839	5.05013539334205	8.03920265651732	151.412854077787	237.904265892295
NTF4|4909	0	0.5606	0	0.4762	0	9.06661178278051	4.0371484395865	8.64459853076927	66.861164720197	4.18851453714648
NTHL1|4913	226.19	246.671	407.81	399.524	178.659	1352.4301551032	1028.87688564531	399.744104272186	687.788113383087	766.856887882208
NTM|50863	1631.27	381.219	366.86	1280	149.39	21.8868574709809	62.1771363346704	7.66846094926134	0.109859778202244	55.6789748528438
NTN1|9423	8064.17	313.945	2313.46	2675.71	3727.44	780.373373050942	261.511911879046	1048.41695631055	278.697992587691	99.998711630482
NTN3|4917	30.1177	2.2425	3.7995	2.381	0	-0.277561062384678	-0.425620482552478	0.964830426438851	14.0532133372245	2.92787932639548
NTN4|59277	320.846	231.535	515.04	40.4762	114.024	493.384754669279	1613.92689112712	2352.0310019716	372.227327373302	312.834515500272
NTN5|126147	7.3758	12.8942	2.533	50.4762	3.0488	1.41263755115097	8.21164453009202	31.1257334468402	1.49864105001863	8.60953719541161
NTNG1|22854	271.674	141.275	20.686	243.333	98.1707	7.44212717686992	20.6432902130332	0.563574469332166	0.45100743095982	28.6601471741554
NTNG2|84628	355.881	48.213	393.457	480	73.1707	8.71585470628263	24.4477472179399	22.2829257212995	62.5221427620962	24.9466864600689
NTRK1|4914	11.0636	470.918	6.3325	45.2381	8.5366	1.47042565527193	0.802653279991817	-0.219446547629816	7.13428302917445	0.25325251230718
NTRK2|4915	31241.3	1502.45	6073.67	15519.5	7723.78	47.7541493549218	49.4641233841148	107.835963499599	806.123178767619	57.1779331795584
NTRK3|4916	789.821	232.656	991.24	1368.1	396.341	0.915193576604203	0.210696753056034	139.845720366597	44.2901650082461	2.16005642321707
NTS|4922	0	1.6819	0	0	6.7073	60.9387496101239	1609.42719996565	395.169458133813	39.8234303287453	1909.93366725744
NTSR1|4923	19.6687	8.9699	59.9472	9.5238	0	8.33259525795148	7.75067317590838	0.639041188111249	2.24799290666226	17.5949873091057
NTSR2|23620	157.35	5.0456	4.2216	1151.43	22.561	1.56860325178542	0.16987916437534	1.54053596415446	0.0122808898433613	2.81013060563527
NUAK1|9891	580.227	653.679	616.781	1101.9	498.171	136.189078096221	135.516622569768	274.619887750815	162.412486118698	157.809821639055
NUAK2|81788	103.875	404.765	115.251	566.667	334.146	2483.58446732965	3277.9261036097	1489.37541188096	2545.95785987414	1175.61400879689
NUB1|51667	1166.38	1434.49	1219.04	1603.39	2571.71	2243.13833733276	3372.67941708234	2807.66167631683	2019.04572413761	1696.65559694154
NUBP1|4682	303.113	431.871	668.935	414.9	426.957	3214.36520897228	536.812007293817	458.393785936242	470.226333425463	869.247126319477
NUBP2|10101	720.366	1065.17	1350.5	1218.57	853.659	1356.35517169139	1229.8022079945	1003.63348280381	1772.64786276949	1962.79547008102
NUBPL|80224	217.585	173.791	226.28	180.476	145.732	367.534998798276	347.323124687442	349.023806612173	278.602677687759	176.302026523829
NUCB1|4924	4574.2	9320.25	5055.83	8200.48	8296.34	5748.49903718607	8093.11309127944	3966.93834881557	4410.21056173683	4075.46766938828
NUCB2|4925	374.978	1499.27	1016.15	524.786	739.091	1466.84422522612	1273.52647491144	1034.76665531324	1088.19234014501	951.196377160344
NUCKS1|64710	8948.65	5656.62	11392.1	6747.62	6654.88	6202.51616079181	10307.4430372911	2857.92087310792	9744.08653529846	9559.48264298649
NUDC|10726	1609.15	2291.24	2085.07	2425.24	3037.2	5035.94196455652	2132.78604569453	2559.3958449749	3517.35432048066	5876.23355721445
NUDCD1|84955	255.693	777.575	798.311	487.143	366.463	705.234706907474	644.980371689187	886.784830022341	942.1550928484	1027.07931736513
NUDCD2|134492	558.1	583.602	627.335	589.048	1010.98	804.712120972573	519.497949552211	774.041659290448	676.083992351862	779.564501166746
NUDCD3|23386	2528.04	2424.67	2210.87	2454.76	3373.17	1826.21079825128	2584.11612542057	1053.1426423284	2040.75669228783	2465.56983398845
NUDT10|170685	262.454	75.6833	563.166	288.095	106.707	3.80184540376577	8.8100226541264	25.0593045521187	117.001139572908	-0.131700028327638
NUDT11|55190	539.66	391.871	1136.89	593.333	140.854	4.37366564734826	13.3394372250927	13.55781509131	175.844527625404	0.206155467333914
NUDT12|83594	468.361	288.718	205.594	512.857	495.122	366.917917294561	293.089236505828	247.558908160263	217.673439597943	200.795112957298
NUDT13|25961	19.2323	43.1675	12.876	3.8095	31.0976	37.3063682807343	22.9940674166503	10.5602536082372	37.2149266076716	7.262739260907
NUDT14|256281	147.515	295.445	344.063	177.143	460.976	770.815897388242	596.330383282767	704.929368821641	924.425166955408	876.594192050588
NUDT1|4521	217.585	375.613	668.707	649.048	362.805	631.33408202144	226.168256565112	449.965410453465	833.459525474823	678.727064309041
NUDT15|55270	254.575	309.887	389.277	308.195	602.53	1486.41573387107	352.919354781396	1366.92943015735	944.639761243395	515.284931024437
NUDT16|131870	583.3	915.487	201.794	473.81	1098.78	779.504336271722	1081.1243856275	997.288495824781	1039.01628121468	820.721683255995
NUDT16L1|84309	859.891	621.163	764.116	1267.14	687.195	1090.9326627627	1245.72678647664	883.917443487972	889.232900845715	2212.40578981812
NUDT16P1|152195	36.2642	57.1829	31.6623	17.1429	85.9756	335.460789718254	238.348100210169	310.29961310871	370.291908525136	112.081933921248
NUDT17|200035	52.8596	32.5158	33.3509	60.9524	95.122	36.1540581517424	67.7677506957882	87.9720406700002	174.68443080614	14.2634864726986
NUDT18|79873	127.232	147.442	115.673	32.8571	194.512	187.674165464727	180.132868753577	54.7419967905032	72.9543894133672	129.139255728017
NUDT19|390916	243.4	288.157	254.143	230	201.22	962.910518576564	426.642073466866	631.316302711367	741.151420728908	311.362879130624
NUDT21|11051	1897.42	1860.13	3922.74	2103.81	1342.68	1467.35340873386	1939.41842162994	938.160404619258	1609.5690078505	1936.6635602854
NUDT22|84304	249.448	487.938	319.802	240.519	509.195	760.207740229503	807.893795586704	726.318205197849	527.443181388743	957.449743947385
NUDT2|318	199.76	618.921	451.715	355.238	539.634	342.937885675442	400.14409942219	259.727275778501	238.60648718051	419.65799225422
NUDT3|11165	799.041	648.634	1107.34	743.809	1035.98	510.444647799925	1141.74871657984	697.023763496228	877.632481887987	746.875076142773
NUDT4|11163	4304.37	871.759	2271.66	1319.52	926.22	327.938676707895	612.90011054203	534.949167266822	266.323187592944	313.538762377901
NUDT5|11164	588.691	869.275	1096.95	411.757	582.61	1908.03154764837	822.458738058389	249.833325904689	1120.85388551673	1247.02901113932
NUDT6|11162	91.9881	119.978	87.2612	53.419	144.841	83.6091661915793	104.652942524449	51.6614315436715	75.841453460355	129.116391628283
NUDT7|283927	91.5824	82.9713	26.1741	21.4286	41.4634	67.3259768539662	66.1884818834864	67.9885994810116	74.8033889113208	51.3763674689573
NUDT8|254552	23.9712	75.6833	51.9261	19.5238	78.6585	200.004270230525	294.727529697005	564.117996003899	216.81280683102	274.755792991091
NUDT9|53343	491.103	469.236	593.562	353.333	948.171	367.31577609811	640.196183078765	604.467502127624	796.724352926076	608.34570839608
NUDT9P1|119369	20.2834	17.3791	8.4433	0.9524	3.0488	3.55812647132116	5.33513892985085	14.0657976683268	0.200407760883401	3.62021811378077
NUF2|83540	171.487	220.883	881.055	347.143	57.9268	831.793477361471	207.144192841707	215.336251985418	1105.26878526641	519.323570736554
NUFIP1|26747	223.732	179.397	258.786	336.19	233.537	376.801263213447	207.5625342904	351.901636282581	492.04152398781	204.435646488165
NUFIP2|57532	1609.15	1529.36	1702.59	1851.43	1413.41	1012.12224314526	1568.1470880573	1556.94253777477	1127.87268392789	2310.9651130149
NUMA1|4926	4070.43	2381.05	5078.75	4319.22	3708.09	9045.85764689768	12584.6902859228	15713.9766834792	5997.33055845874	14686.2449437219
NUMB|8650	1304.9	1103.29	705.013	1085.71	1359.76	698.977427943419	968.395220628959	1355.24567600013	772.444388434644	881.272848868767
NUMBL|9253	1245.27	978.837	1096.78	2092.86	1274.39	817.127943408	358.871518238539	749.365049752027	434.966387931402	293.689358734716
NUP107|57122	465.902	670.497	909.763	951.905	589.634	1561.15947129262	1241.55031016717	1246.50631775947	1227.69045836181	1062.53693241296
NUP133|55746	1431.51	1007.99	1311.24	1660	1170.73	925.884604946127	1213.94616868203	697.290855897391	1137.76039434489	829.871156969021
NUP153|9972	1013.55	1304.56	1244.96	1150.48	931.098	2051.09949887737	1893.78607511177	2035.27535486699	1665.55087597065	1700.61304741806
NUP155|9631	386.613	518.57	359.261	448.095	229.268	435.613144715246	312.018708861295	402.780892637329	424.13797466878	489.791123575236
NUP160|23279	729.586	1173.37	1550.18	1789.52	824.39	1067.89827652992	703.150355471793	1383.53221691813	1600.86102047605	1525.44341329243
NUP188|23511	1540.92	1530.48	3368.87	1990.48	1061.59	1754.96149722816	604.157524712522	769.660195906236	1389.91550460595	1959.47639101602
NUP205|23165	1027.08	1220.46	1998.94	1804.29	1456.71	1642.84382118167	942.114293161891	1009.08619568524	1657.94743658647	1636.90340437312
NUP210|23225	917.053	214.156	551.768	1116.19	287.805	5093.88614814456	1412.5935507269	3143.37137443079	1538.7465004246	2208.89221700387
NUP210L|91181	1.8439	0	1.2665	0	0.6098	0.474624948533991	0.350186869127592	0.0936037528654818	0.507592620349743	1.031443198864
NUP214|8021	1089.77	930.063	2070.29	1332.38	1029.88	1437.15015937304	1117.76968689777	2208.79275839745	1047.31380171137	1663.10817957938
NUP35|129401	257.537	335.809	465.224	407.619	275.61	447.220544384308	200.658660091649	280.721766293397	541.059853991356	281.956786431565
NUP37|79023	185.623	391.871	346.174	312.381	407.927	939.104080856386	382.966793037839	619.073680267475	701.356448143038	550.815661793079
NUP43|348995	789.207	848.774	712.612	1016.19	535.976	598.195830546773	532.592131936334	595.690653669302	947.879531987408	893.535069117724
NUP50|10762	1161.68	1113.38	1422.27	1009.52	479.268	1557.75828665685	679.744108428041	833.502097711987	1006.07261056735	1028.89000548991
NUP54|53371	537.816	1355.01	887.81	664.286	1021.95	926.822670028169	746.592007563939	1081.22506612947	710.21633525438	1091.19666096054
NUP62|23636	1432.66	1507.43	2580.01	2432.72	1306.57	2281.99894579068	2714.26904531315	2371.45287012775	2095.20892439076	2746.69264267598
NUP62CL|54830	1.2293	4.4849	0	4.7619	51.2195	38.7083213242779	67.8539055022134	122.402765946582	60.5864656628587	131.546028157983
NUP85|79902	603.583	670.497	801.266	928.571	630.488	1318.04003309691	704.417495131319	776.255450150557	1021.15967414482	1271.59381813179
NUP88|4927	650.118	716.591	1089.37	1047.58	695.311	930.718219127736	1116.55326003021	874.731205798984	830.433343095655	591.238745576498
NUP93|9688	1172.75	835.88	1752.82	1399.05	663.415	1060.1346435017	1599.82871430271	522.877603529349	999.779122238127	1195.38077391332
NUP98|4928	824.856	1649.33	932.981	1710	1340.24	2249.443387914	1094.66112267763	1633.29847748666	1940.45664700444	1434.99530246419
NUPL1|9818	962.537	1285.49	974.776	873.333	773.171	818.882887004691	503.995171429696	1324.98256762282	815.047179239197	1433.99023718402
NUPL2|11097	487.415	599.299	849.815	719.048	676.829	1006.77736877925	815.359029717684	365.117349956458	771.414888666049	799.606821852323
NUPR1|26471	672.424	1297.83	997.15	614.762	2655.49	2371.84443355579	1870.45160433507	711.412955954039	212.788620605972	1509.84588608389
NUS1|116150	1160.45	2470.08	1616.46	1129.05	1565.24	790.930631055803	1272.61710931743	1088.29566209672	1135.52349132097	1605.30522654359
NUSAP1|51203	510.772	670.497	1445.49	1587.62	190.244	4184.03600502043	508.75143716341	1145.1679842255	2675.36338451716	3745.45637791914
NUTF2|10204	2265.59	2268.26	2623.32	2410	1653.05	2594.94811700637	3279.59441546352	1375.96660945758	4434.7914317948	2881.1581697397
NVL|4931	381.081	412.053	632.401	586.667	419.512	630.124650329792	569.954301712346	412.719326830748	645.927270904465	511.321755899676
NWD1|284434	138.296	73.4408	14.7757	282.381	417.683	93.167338050968	18.0817613820266	48.8992842720655	62.5113977376928	48.2140792961481
NXF1|10482	1204.71	1871.34	1537.52	2063.81	1253.05	1694.35345565092	1871.08263925484	3178.52248545665	1783.78854730474	2038.29126001682
NXF2|56001	0	0	1.2665	0.4762	0	0	0	0	0	0
NXF2B|728343	0	0	0	0	0	0	0	0	0	0
NXF3|56000	0.6146	10.6517	4.6438	0	1.2195	-0.243311957084548	-0.404242092615382	68.5506665888308	-0.404242092615382	4.12831949864081
NXF4|55999	3.0732	0	0.4222	0	0	0	0	0	0	0
NXF5|55998	0.6146	0	0.4222	0	0	0	0	0	0	0
NXN|64359	725.284	842.046000000001	1572.56	435.238	109.756	663.518872495552	798.453459723044	1654.82172459355	1607.5103649671	1956.14076590445
NXNL1|115861	0	1.1212	0	0	0.6098	0	0	0	0	0
NXNL2|158046	1.8439	2.8031	0.8443	0	2.439	155.514370572918	252.212060715708	104.800964654352	70.212370530341	84.3978010845957
NXPH1|30010	1007.41	38.6826	1982.06	387.619	5.4878	0	0	0	0	0
NXPH2|11249	23.9712	30.2733	50.2375	6.6667	5.4878	1.64455347290302	4.27456398376481	0.802486022015346	0.43606350020733	110.746995837912
NXPH3|11248	852.515	60.5466	211.926	398.571	62.8049	16.3979024871958	79.8959220693197	71.7426754870674	30.373708317655	34.3058140643182
NXPH4|11247	167.799	181.64	294.67	130.952	59.7561	377.992964670652	16.6674604128699	316.354230466155	88.745419877812	2235.32162351761
NXT1|29107	291.343	1429.57	881.055	441.905	666.463	744.974304564332	516.6146179784	459.837021759536	2071.47770929112	705.700737311045
NXT2|55916	1350.38	491.661	303.113	498.095	490.854	1421.97310566027	591.99788894585	967.245523814879	778.663344043455	498.615025510727
NYNRIN|57523	456.683	93.0624	279.05	334.286	90.8537	2316.38333525185	2190.4144134309	2971.7071585106	1932.20823457054	2745.67936548382
NYX|60506	0.6146	0	0	0.9524	0	0	0	0	0	0
OAF|220323	669.351	714.786	393.034	127.143	960.366000000001	565.56415571377	1422.53982885805	940.669495066651	669.275350116166	637.643535641274
OAS1|4938	176.404	448.493	204.749	1335.24	8331.71	1659.26370222299	2009.1638090535	843.652964394222	250.692982651426	5796.0354930714
OAS2|4939	425.95	626.209	233.457	2240.95	6873.78	2013.25171058901	2145.38447810017	1303.21774865364	260.952047559681	5729.99671277024
OAS3|4940	896.155	885.214	397.256	4673.33	9486.59000000001	3987.9641225489	1959.06959738685	2182.8332287519	1054.26254851652	7449.61798277411
OASL|8638	46.7132	186.685	73.8786	1003.81	2059.15	377.493693074936	650.941943416265	290.446873659909	38.6317666314793	1426.72219026575
OAT|4942	1926.92	1805.75	1106.07	1102.38	1414.02	1154.16540556403	835.985012815266	1980.45243576659	1509.4150253005	1869.54263686553
OAZ1|4946	7169.86	16358.8	11928.7	10368.6	16748.2	19819.7706158069	13887.8306955262	10556.0183138884	11311.3494067012	14119.7347047191
OAZ2|4947	2753	2165.66	3184.8	2258.57	3751.83	1888.44299324312	1919.25268105529	1502.47066815055	3652.18243510701	3314.75455259842
OAZ3|51686	19.0971	24.8746	22.4929	13.0619	12.2012	12.8097807740711	9.70219550914779	5.76238493286091	10.6143006379168	11.321163872282
OBFC1|79991	475.737	557.814	225.857	140.476	524.39	571.076203132669	378.713661855791	316.302494767965	380.987599004136	463.179024950036
OBFC2A|64859	165.955	519.131	154.934	44.2857	520.732	313.520468311235	322.693498656076	124.972032774774	179.656171880912	231.176427583837
OBFC2B|79035	855.589	769.166000000001	1404.12	1281.9	984.756	1224.13741034994	1326.45949897206	864.5042277456	832.90777069652	963.409407977325
OBP2A|29991	0	0	241.478	0	0	0	0	0	0	0
OBP2B|29989	0	0	45.1715	0	0	0.461410603376012	-0.0483732500956471	44.7359301684609	5.16046919138748	51.1851128058412
OBSCN|84033	78.6748	125.017	50.2375	111.429	48.1707	731.381833964299	1107.28687735096	996.077972848156	758.376821318826	1006.57850390738
OBSL1|23363	2153.72	1306.24	1680.21	2262.38	1388.41	4100.31751798401	2389.93634876216	3285.29884747422	2927.73733164595	5328.53608673365
OC90|729330	0	0.5606	0.4222	40.4762	0	0	0	0	0	0
OCA2|4948	3.0732	2.2425	0.8443	3.3333	0.6098	8.08945749534868	51.3696854896417	90.1929371469944	141.99276070717	12.6759076863809
OCEL1|79629	90.9678	288.157	143.536	204.762	327.439	303.866753322982	511.580699789625	326.307565792122	708.331860111021	328.006563056588
OCIAD1|54940	2841.51	3153.47	3468.5	2440.95	3688.41	3439.44760142921	2879.69183584915	3641.29874934721	5736.97095446177	3895.98940811827
OCIAD2|132299	266.142	2510.44	176.464	1213.81	1525	1224.09060753958	1230.05868087117	2352.06151836391	2428.70309552355	2551.75125791086
OCLM|10896	1.8439	4.4849	2.1108	1.9048	0.6098	1.52823980150923	0.0120808784713735	1.96118344202927	0.63172620342119	0.69764789276373
OCLN|4950	38.7228	10.6517	30.8179	75.2381	12.1951	492.328155970215	312.167878662397	308.91369709748	364.409434641923	359.893791657931
OCM2|4951	0	0	1.2665	2.381	0	0	0	0	0	0
OCM|654231	0	0.5606	0.8443	12.381	1.2195	0.435375985316518	0.538786183210565	2.04722602855595	-0.0583036690717461	0.218807844333661
OCRL|4952	1098.37	985.004	1078.63	1205.71	1532.93	699.183955667052	856.938248853461	937.686838826169	429.299544632205	503.810845270036
ODAM|54959	0	2.2425	0	0	0	0	0	0	0	0
ODC1|4953	4372.6	3060.41	9399.46999999999	6364.29	3042.68	7006.71201068567	2467.31706714047	6082.98822699979	10393.941423334	5095.58163968373
ODF1|4956	0	1.1212	0.8443	0.4762	0	0	0	0	0	0
ODF2|4957	623.252	874.001000000001	1434.51	1271.9	757.317	1406.75888981803	677.9255487721	868.96595490722	1699.21809786364	2497.16999922855
ODF2L|57489	175.174	312.264	107.23	180	137.195	447.365272941757	538.59299101384	763.033573907115	239.625376690257	697.342679955128
ODF3|113746	0.6146	0	0	0.4762	0	-0.596688892456304	-0.334997748752546	-0.463590430456254	-0.255865951613541	-0.596688892456304
ODF3B|440836	23.9712	157.533	35.4617	34.2857	431.098	429.616885707157	475.230219017325	383.553507446453	75.1781915282807	261.505535045418
ODF3L1|161753	5.5318	22.4247	2.1108	4.2857	12.1951	1.25590526779778	1.31098461105301	5.68650937134557	3.41142362245772	2.83372545376038
ODF3L2|284451	1.8439	7.288	10.1319	2.381	3.6585	0.125977316928207	-0.207357218203747	0.434412828898219	0.295092212960745	-0.230571107809346
ODF4|146852	0	0.5606	0	0	0	0	0	0	0	0
ODZ1|10178	204.678	119.972	8.4433	594.286	31.7073	0.590007629344654	5.19940762566764	3.28890001737185	92.5382877467785	0.459332084425029
ODZ2|57451	249.547	1990.19	20.2639	961.429	7.9268	3.98480614835817	7.74207102341489	1.78745194032339	0.311177768707141	3.67141354893263
ODZ3|55714	208.98	647.512	90.7652	372.381	230.488	0.581896244168243	21.162704059281	0.268642687910387	20.3578699723522	119.44783489043
ODZ4|26011	3679.28	552.207	650.976	1116.19	824.39	189.227263463179	204.056092473954	896.830072620083	388.951193348028	663.528985918392
